entity_id	state	last_changed
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T01:31:57.218Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	171	2025-07-09T01:32:58.062Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	254	2025-07-09T01:34:58.128Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	257	2025-07-09T01:35:59.631Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	253	2025-07-09T01:37:00.412Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	252	2025-07-09T01:38:01.125Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	260	2025-07-09T01:39:01.162Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	251	2025-07-09T01:40:01.130Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	258	2025-07-09T01:41:01.063Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	253	2025-07-09T01:42:01.091Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	261	2025-07-09T01:43:01.976Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	259	2025-07-09T01:44:05.572Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	171	2025-07-09T01:45:06.116Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	200	2025-07-09T01:46:05.929Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	174	2025-07-09T01:47:06.020Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	167	2025-07-09T01:48:06.200Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T01:49:07.331Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	170	2025-07-09T01:50:08.255Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	178	2025-07-09T01:51:09.048Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T01:52:10.684Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	170	2025-07-09T01:53:11.496Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T01:54:12.230Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	171	2025-07-09T01:55:13.203Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T01:56:14.080Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T01:57:15.366Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	172	2025-07-09T01:58:16.073Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T01:59:16.101Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	175	2025-07-09T02:00:16.056Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	193	2025-07-09T02:01:16.062Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	174	2025-07-09T02:02:16.207Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	172	2025-07-09T02:03:17.135Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T02:04:17.125Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	156	2025-07-09T02:05:17.107Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	163	2025-07-09T02:06:17.043Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	160	2025-07-09T02:07:17.985Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	158	2025-07-09T02:08:17.946Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	239	2025-07-09T02:09:18.136Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	237	2025-07-09T02:11:18.082Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	243	2025-07-09T02:12:18.104Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	263	2025-07-09T02:13:18.138Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	243	2025-07-09T02:14:19.283Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	254	2025-07-09T02:15:19.889Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	246	2025-07-09T02:16:20.095Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	245	2025-07-09T02:17:20.144Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T02:18:20.085Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	159	2025-07-09T02:20:22.867Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	152	2025-07-09T02:21:23.014Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	179	2025-07-09T02:22:23.142Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	168	2025-07-09T02:23:23.214Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	178	2025-07-09T02:24:24.099Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T02:25:24.256Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	157	2025-07-09T02:26:24.990Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	152	2025-07-09T02:27:25.105Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	188	2025-07-09T02:28:25.114Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	170	2025-07-09T02:29:25.006Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	161	2025-07-09T02:30:25.129Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	192	2025-07-09T02:31:25.194Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T02:32:25.228Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T02:34:26.012Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T02:35:26.061Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T02:36:27.329Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T02:38:27.997Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	179	2025-07-09T02:39:27.959Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T02:40:28.091Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T02:41:28.150Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	159	2025-07-09T02:42:28.167Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	252	2025-07-09T02:43:28.259Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	256	2025-07-09T02:44:29.049Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	283	2025-07-09T02:45:29.007Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	238	2025-07-09T02:46:29.127Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	235	2025-07-09T02:47:29.115Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	239	2025-07-09T02:48:29.027Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	255	2025-07-09T02:49:29.104Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	250	2025-07-09T02:50:29.317Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	253	2025-07-09T02:51:30.545Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	251	2025-07-09T02:52:31.132Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T02:53:31.024Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	185	2025-07-09T02:54:31.051Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T02:55:31.047Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	167	2025-07-09T02:56:31.378Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	158	2025-07-09T02:57:32.895Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	175	2025-07-09T02:58:35.338Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	167	2025-07-09T02:59:37.152Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	172	2025-07-09T03:00:37.100Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	151	2025-07-09T03:01:37.124Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	170	2025-07-09T03:02:37.112Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	169	2025-07-09T03:03:37.144Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	167	2025-07-09T03:05:37.349Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T03:06:38.092Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	156	2025-07-09T03:07:38.152Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	161	2025-07-09T03:08:38.039Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T03:09:38.324Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	168	2025-07-09T03:10:39.072Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	186	2025-07-09T03:11:39.109Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T03:12:40.297Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T03:13:41.189Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T03:14:42.165Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	156	2025-07-09T03:15:42.071Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T03:16:42.095Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T03:17:42.274Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	241	2025-07-09T03:18:43.043Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	240	2025-07-09T03:19:43.204Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	237	2025-07-09T03:20:44.220Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	260	2025-07-09T03:21:44.987Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	249	2025-07-09T03:22:45.137Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	283	2025-07-09T03:23:45.238Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	264	2025-07-09T03:24:46.395Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	241	2025-07-09T03:25:47.183Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	239	2025-07-09T03:26:47.084Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	151	2025-07-09T03:27:47.278Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	166	2025-07-09T03:28:48.125Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	173	2025-07-09T03:29:48.198Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	175	2025-07-09T03:30:48.952Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T03:31:49.027Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	162	2025-07-09T03:32:49.018Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	152	2025-07-09T03:33:49.149Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T03:34:49.106Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	160	2025-07-09T03:35:49.300Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	154	2025-07-09T03:36:51.221Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	158	2025-07-09T03:37:55.654Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	160	2025-07-09T03:38:56.168Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	159	2025-07-09T03:39:56.088Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	152	2025-07-09T03:40:56.132Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	179	2025-07-09T03:41:56.072Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	153	2025-07-09T03:42:56.112Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	160	2025-07-09T03:45:58.155Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	151	2025-07-09T03:46:58.128Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	158	2025-07-09T03:47:58.411Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	155	2025-07-09T03:48:59.188Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	160	2025-07-09T03:49:58.999Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	182	2025-07-09T03:50:59.080Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	194	2025-07-09T03:52:01.398Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	170	2025-07-09T03:53:02.164Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	256	2025-07-09T03:54:02.052Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	252	2025-07-09T03:55:02.081Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	291	2025-07-09T03:56:02.110Z
sensor.octopus_energy_electricity_21j0023364_1200037135231_current_demand	303	2025-07-09T03:57:02.148Z
